species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus mexicanus,"MZ19 LT11 Emiliano Zapata, Chiapa de Corzo, Chiapas, MX (16.742, -93.023), CASA CAHUARE,  Observaciones Desde Terraza Con Amplio Margen De Visión",Chiapas,16.742071,-93.023346,11/04/2021 00:00,11,4,2021
Momotus mexicanus,Cerro de San Juan lower slopes,Nayarit,21.516691,-104.97269,19/03/2021 00:00,19,3,2021
Momotus lessonii,Reserva Natural Amazili,Yucatán,20.590605,-88.447525,23/09/2021 00:00,23,9,2021
Momotus mexicanus,"40956, Atoyac de Álvarez MX-GRO 17.33996, -100.17484",Guerrero,17.33996,-100.174835,17/06/2021 00:00,17,6,2021
Momotus lessonii,Monumentos Naturales Yaxchilán,Chiapas,16.87169,-90.97826,03/05/2021 00:00,3,5,2021
Momotus lessonii,"Falda del Cerro Chicahuaxtla, Cuautlapan, Veracruz, MX (18.852, -97.019)",Veracruz,18.851675,-97.019424,16/05/2021 00:00,16,5,2021
Momotus mexicanus,Ciénaga Chapala Malecon,Jalisco,20.287775,-103.193535,19/06/2021 00:00,19,6,2021
Momotus lessonii,Camino al Panteón Mandinga,Veracruz,19.046585,-96.0676,30/04/2021 00:00,30,4,2021
Momotus mexicanus,"Finca El Rosario, El Parral, Chiapas, MX",Chiapas,16.299477,-92.9867,23/05/2021 00:00,23,5,2021
Momotus coeruliceps,Reserva de la Biosfera El Cielo--Alta Cima (pueblo),Tamaulipas,23.059752,-99.198685,21/06/2021 00:00,21,6,2021
Momotus lessonii,Rancho El Aguacil (acceso restringido),Veracruz,19.025358,-96.01512,02/07/2021 00:00,2,7,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,20/03/2021 00:00,20,3,2021
Momotus mexicanus,Parque La Colorado,Sonora,27.015205,-108.9515,21/06/2021 00:00,21,6,2021
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--La Noria,Nayarit,21.487095,-104.9923,08/05/2021 00:00,8,5,2021
Momotus coeruliceps,"Road to Alta Cima (23.0598,-99.1690)",Tamaulipas,23.059753,-99.16904,21/06/2021 00:00,21,6,2021
Momotus lessonii,N Santa Clara--camino a milpas,Yucatán,21.272512,-87.61643,22/09/2021 00:00,22,9,2021
Momotus mexicanus,"Sierra de Miacatlán, Morelos, MX (18.818, -99.351)",Morelos,18.8183,-99.35145,11/04/2021 00:00,11,4,2021
Momotus coeruliceps,Reserva de la Biosfera El Cielo — Gómez Farias-Azteca road,Tamaulipas,23.071451,-99.16402,29/05/2021 00:00,29,5,2021
Momotus mexicanus,Sendero el Candelabro (acceso restringido),Oaxaca,15.809492,-96.07491,28/02/2021 00:00,28,2,2021
Momotus mexicanus,Parque Botánico Hagia Sofia,Oaxaca,15.851725,-96.363,05/07/2021 00:00,5,7,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,29/04/2021 00:00,29,4,2021
Momotus mexicanus,"Tepals Waterfall Loop, Ajijic MX-JAL",Jalisco,20.306133,-103.25706,16/06/2021 00:00,16,6,2021
Momotus lessonii,Sendero de Xocen,Yucatán,20.598595,-88.149605,19/05/2021 00:00,19,5,2021
Momotus lessonii,"Playa Zapote, Veracruz, MX (19.015, -95.967)",Veracruz,19.015211,-95.967476,17/07/2021 00:00,17,7,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,24/01/2021 00:00,24,1,2021
Momotus mexicanus,La Coyota (pueblo),Michoacán,19.38325,-100.43366,16/05/2021 00:00,16,5,2021
Momotus mexicanus,"Unnamed Road, Estado de México, MX (18.786, -99.669)",México,18.786322,-99.66853,29/05/2021 00:00,29,5,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Camino Ruiz Cortines-Miguel Hidalgo,Veracruz,18.539705,-95.141716,28/04/2021 00:00,28,4,2021
Momotus mexicanus,PN Barranca de Oblatos-Huentitán--Sendero Barranca Huentitan,Jalisco,20.72493,-103.28664,03/07/2021 00:00,3,7,2021
Momotus mexicanus,"40956, Atoyac de Álvarez MX-GRO 17.34053, -100.17470",Guerrero,17.340528,-100.1747,17/06/2021 00:00,17,6,2021
Momotus mexicanus,Volcán del Ceboruco,Nayarit,21.125498,-104.50993,11/06/2021 00:00,11,6,2021
Momotus mexicanus,Morelos - Quinta Sarita (hospedaje),Morelos,18.884222,-99.11921,25/04/2021 00:00,25,4,2021
Momotus lessonii,Punta Tiburón,Veracruz,19.064056,-96.099976,28/06/2021 00:00,28,6,2021
Momotus mexicanus,"El Chacal, DDG, San Pedro Totolapam, Oaxaca",Oaxaca,16.687675,-96.14051,15/04/2021 00:00,15,4,2021
Momotus mexicanus,FEPO search 5Jun2021 stop 2,Jalisco,20.001677,-105.13676,05/06/2021 00:00,5,6,2021
Momotus mexicanus,Cerro Mactumatzá,Chiapas,16.723028,-93.13658,25/04/2021 00:00,25,4,2021
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,25/04/2021 00:00,25,4,2021
Momotus lessonii,Río Usumacinta--Frontera Corozal a Yaxchilán,Chiapas,16.860374,-90.96647,10/06/2021 00:00,10,6,2021
Momotus coeruliceps,"Mariano Matamoros, Jalpan de Serra, Querétaro, MX (21.209, -99.485)",Querétaro,21.209253,-99.48483,30/03/2021 00:00,30,3,2021
Momotus lessonii,PN Cañón del Sumidero--Mirador Los Chiapas,Chiapas,16.828516,-93.095184,17/05/2021 00:00,17,5,2021
Momotus lessonii,Camino a Ejido Armando Zebadua,Chiapas,16.929926,-93.472,08/05/2021 00:00,8,5,2021
Momotus lessonii,"Miguel Colorado hacia Cantemó, Campeche, MX (18.792, -90.667)",Campeche,18.79204,-90.66738,17/06/2021 00:00,17,6,2021
Momotus mexicanus,"Carretera Coatzacoalcos - Salina Cruz, Asunción Ixtaltepec MX-OAX 16.61038, -94.95378",Oaxaca,16.610378,-94.95378,11/07/2021 00:00,11,7,2021
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,11/07/2021 00:00,11,7,2021
Momotus mexicanus,"Unnamed Road, Oaxaca, MX (15.901, -96.835) corozalito",Oaxaca,15.900536,-96.83543,08/05/2021 00:00,8,5,2021
Momotus coeruliceps,"Chavarrillo pueblo Camino Por La Vía  (19.419, -96.785)",Veracruz,19.419209,-96.784775,14/06/2021 00:00,14,6,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,07/05/2021 00:00,7,5,2021
Momotus mexicanus,PN Cañón del Sumidero--Entrada,Chiapas,16.796171,-93.09516,19/03/2021 00:00,19,3,2021
Momotus mexicanus,Camino Mangles La Guada,Nayarit,21.54001,-105.24437,18/08/2021 00:00,18,8,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,26/06/2021 00:00,26,6,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,21/06/2021 00:00,21,6,2021
Momotus mexicanus,Dany's House,Morelos,18.869516,-99.20218,05/06/2021 00:00,5,6,2021
Momotus mexicanus,"Auto selected 23.37262, -105.91543",Sinaloa,23.372622,-105.91543,18/02/2021 00:00,18,2,2021
Momotus mexicanus,"108 De Las Garzas, Palomar, Jalisco, MX (20.596, -103.463)",Jalisco,20.596453,-103.46324,18/02/2021 00:00,18,2,2021
Momotus coeruliceps,Brecha de las moras,Nuevo León,25.608248,-100.351776,24/04/2021 00:00,24,4,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,14/03/2021 00:00,14,3,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,09/06/2021 00:00,9,6,2021
Momotus mexicanus,Ayotita,Nayarit,21.493227,-104.42664,13/07/2021 00:00,13,7,2021
Momotus lessonii,"MX-YUC-Mérida Hacienda Petac (20.7689,-89.6566)",Yucatán,20.76894,-89.6566,26/03/2021 00:00,26,3,2021
Momotus mexicanus,Finca Don Gabriel,Oaxaca,15.914341,-96.416794,12/07/2021 00:00,12,7,2021
Momotus lessonii,Reserva de la Biosfera El Triunfo--Finca Prusia a Campamento,Chiapas,15.672767,-92.80083,09/03/2021 00:00,9,3,2021
Momotus lessonii,Camino al Panteón Mandinga,Veracruz,19.046585,-96.0676,20/02/2021 00:00,20,2,2021
Momotus mexicanus,"Rio Pitillal, Puerto Vallarta",Jalisco,20.648403,-105.23311,22/06/2021 00:00,22,6,2021
Momotus lessonii,"Carretera Haltunchén-San Antonio Cayal, Campeche MX-CAMP 19.60489, -90.30459",Campeche,19.60489,-90.30459,17/06/2021 00:00,17,6,2021
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,17/06/2021 00:00,17,6,2021
Momotus mexicanus,Lagunillas - camino,Guerrero,17.817423,-101.719246,03/03/2021 00:00,3,3,2021
Momotus mexicanus,"20 Carretera Federal 175, Oaxaca, MX (15.661, -96.505)",Oaxaca,15.661413,-96.504654,12/06/2021 00:00,12,6,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,18/04/2021 00:00,18,4,2021
Momotus lessonii,Manantial Los Sifones y Los 500 Escalones,Veracruz,18.845436,-97.0654,30/05/2021 00:00,30,5,2021
Momotus mexicanus,Casa,Morelos,18.947842,-99.2403,06/02/2021 00:00,6,2,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,11/04/2021 00:00,11,4,2021
Momotus mexicanus,"16 Calle la Villa, Tequila, Jalisco, MX (20.884, -103.845)",Jalisco,20.884245,-103.84512,11/06/2021 00:00,11,6,2021
Momotus mexicanus,Carretera Ramal a Boca del Cielo - Pueblo Nuevo Bridge,Chiapas,15.868482,-93.67776,16/03/2021 00:00,16,3,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,04/07/2021 00:00,4,7,2021
Momotus lessonii,Centro Ecoturístico Tres Lagunas,Chiapas,16.84371,-91.14562,16/04/2021 00:00,16,4,2021
Momotus mexicanus,PN Cañón del Sumidero,Chiapas,16.833544,-93.068535,26/02/2021 00:00,26,2,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,16/05/2021 00:00,16,5,2021
Momotus lessonii,"Carretera Copainalá - Coapilla - Ocotepec, Coapilla MX-CHIS 17.10847, -93.14965",Chiapas,17.108473,-93.14966,20/05/2021 00:00,20,5,2021
Momotus lessonii,Esquina de viveros de Carlota Rivadeneira,Veracruz,19.037973,-95.97252,01/05/2021 00:00,1,5,2021
Momotus mexicanus,Suchitlan,Colima,19.37561,-103.68974,30/04/2021 00:00,30,4,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,04/06/2021 00:00,4,6,2021
Momotus mexicanus,Cerro de Caleras (privado),Colima,18.99373,-103.8621,29/06/2021 00:00,29,6,2021
Momotus mexicanus,San Francisco (San Pancho) Nayarit,Nayarit,20.898642,-105.40693,20/05/2021 00:00,20,5,2021
Momotus lessonii,San Pedro Bacab (pueblo),Yucatán,21.295553,-87.653755,18/04/2021 00:00,18,4,2021
Momotus mexicanus,Copala (town),Sinaloa,23.396843,-105.93507,08/05/2021 00:00,8,5,2021
Momotus lessonii,El Sendero,Quintana Roo,18.539291,-88.32539,22/05/2021 00:00,22,5,2021
Momotus mexicanus,Sendero Arroyo Allen Lloyd,Jalisco,20.305494,-103.23904,04/07/2021 00:00,4,7,2021
Momotus mexicanus,"Unnamed Road, Morelos, MX (18.82, -99.293)",Morelos,18.819885,-99.29336,20/06/2021 00:00,20,6,2021
Momotus mexicanus,Zona Arqueológica Iglesia Vieja,Chiapas,16.130249,-93.74587,09/05/2021 00:00,9,5,2021
Momotus lessonii,Camino a Finca Arroyo Negro,Chiapas,15.855059,-92.976654,18/02/2021 00:00,18,2,2021
Momotus mexicanus,MX-Edomex-Tonatico-Carretera Ixtapán de la Sal-Cacahuamilpa - 18.8099x-99.6691,México,18.80995,-99.66907,26/01/2021 00:00,26,1,2021
Momotus mexicanus,PN Cañón del Sumidero--Entrada,Chiapas,16.796171,-93.09516,28/05/2021 00:00,28,5,2021
Momotus mexicanus,Cuernavaca,Morelos,18.91861,-99.23417,18/02/2021 00:00,18,2,2021
Momotus lessonii,Río el Salado,Veracruz,19.032583,-95.98493,05/06/2021 00:00,5,6,2021
Momotus lessonii,"Unnamed Road, Lacandón, Chiapas, MX (17.022, -91.598)",Chiapas,17.021826,-91.59769,03/06/2021 00:00,3,6,2021
Momotus mexicanus,Playa Bacocho,Oaxaca,15.862738,-97.08643,06/06/2021 00:00,6,6,2021
Momotus mexicanus,Volcán del Ceboruco,Nayarit,21.125498,-104.50993,10/06/2021 00:00,10,6,2021
Momotus lessonii,"Central Vallarta, Q.Roo.",Quintana Roo,20.862331,-87.04787,15/03/2021 00:00,15,3,2021
Momotus mexicanus,Malinalco--Camino a Tenancingo,México,18.95038,-99.50589,10/06/2021 00:00,10,6,2021
Momotus mexicanus,Estanque de Aguas Residuales de San Blas,Nayarit,21.532467,-105.27166,17/02/2021 00:00,17,2,2021
Momotus mexicanus,"Carretera Federal 196, Guerrero, MX (17.248, -100.383)",Guerrero,17.247784,-100.383446,21/04/2021 00:00,21,4,2021
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,28/05/2021 00:00,28,5,2021
Momotus mexicanus,Selva El Tuito--Camino Tehuamixtle,Jalisco,20.312063,-105.52988,19/04/2021 00:00,19,4,2021
Momotus lessonii," Tekik de Regil, Yucatán, MX ",Yucatán,20.812449,-89.561935,17/06/2021 00:00,17,6,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,25/03/2021 00:00,25,3,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Camino Ruiz Cortines-Miguel Hidalgo,Veracruz,18.539705,-95.141716,08/05/2021 00:00,8,5,2021
Momotus lessonii,Central Vallarta (pueblo),Quintana Roo,20.863083,-87.04727,03/04/2021 00:00,3,4,2021
Momotus lessonii,Hotel Grand Sunset Princess,Quintana Roo,20.67011,-87.031845,06/06/2021 00:00,6,6,2021
Momotus lessonii,Seleccionado automáticamente,Chiapas,16.97134,-91.57693,28/06/2021 00:00,28,6,2021
Momotus lessonii,Monumento Natural Yaxchilán,Chiapas,16.8802,-90.97306,06/05/2021 00:00,6,5,2021
Momotus coeruliceps,Cerro de Tepeapulco,Veracruz,19.41277,-96.78223,06/06/2021 00:00,6,6,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,12/04/2021 00:00,12,4,2021
Momotus mexicanus,"40956, Atoyac de Álvarez MX-GRO (17.3519,-100.2002)",Guerrero,17.351862,-100.20016,01/07/2021 00:00,1,7,2021
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,17/04/2021 00:00,17,4,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,21/03/2021 00:00,21,3,2021
Momotus coeruliceps,Carretera PN La Estanzuela,Nuevo León,25.565546,-100.258026,04/06/2021 00:00,4,6,2021
Momotus mexicanus,Sendero Sayulita--Selva Norte,Nayarit,20.87838,-105.43043,08/05/2021 00:00,8,5,2021
Momotus mexicanus,La Toma,Oaxaca,16.629057,-94.756004,07/02/2021 00:00,7,2,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,21/03/2021 00:00,21,3,2021
Momotus mexicanus,"Auto selected 20.30484, -105.37894",Jalisco,20.30484,-105.37894,03/08/2021 00:00,3,8,2021
Momotus mexicanus,Bosque los Colomos,Jalisco,20.709274,-103.39626,02/01/2021 00:00,2,1,2021
Momotus lessonii,Cerro Flor SCO Mixe,Oaxaca,16.968657,-95.82168,26/06/2021 00:00,26,6,2021
Momotus coeruliceps,San Martín,Veracruz,19.613937,-96.90079,04/06/2021 00:00,4,6,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,08/05/2021 00:00,8,5,2021
Momotus lessonii,Camino a Ejido Armando Zebadua,Chiapas,16.929926,-93.472,20/06/2021 00:00,20,6,2021
Momotus lessonii,"Unnamed Road, Dzitnup, Yucatán, MX (20.643, -88.244)",Yucatán,20.643108,-88.24413,19/05/2021 00:00,19,5,2021
Momotus coeruliceps,Carretera PN La Estanzuela,Nuevo León,25.565546,-100.258026,04/06/2021 00:00,4,6,2021
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--La Noria,Nayarit,21.487095,-104.9923,29/04/2021 00:00,29,4,2021
Momotus lessonii,"Unnamed Road, Veracruz, MX (19.085, -96.138)",Veracruz,19.084906,-96.138275,12/05/2021 00:00,12,5,2021
Momotus mexicanus,"Compostela, La Pradera, Cuernavaca, Mor. (18.940,-99.240)",Morelos,18.941326,-99.24075,05/06/2021 00:00,5,6,2021
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,10/04/2021 00:00,10,4,2021
Momotus lessonii,"67 TM (20.902, -87.445)",Quintana Roo,20.901508,-87.44479,16/05/2021 00:00,16,5,2021
Momotus coeruliceps,"Calle Gregorio Álvarez 42, Xalapa-Enríquez MX-VER 19.52140, -96.94179",Veracruz,19.521395,-96.94179,06/03/2021 00:00,6,3,2021
Momotus lessonii,Parque del Río San Antonio,Veracruz,18.90052,-96.943016,02/04/2021 00:00,2,4,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,11/05/2021 00:00,11,5,2021
Momotus lessonii,"Centro-Xlol Cenote, Miguel Colorado, Campeche, MX (18.789, -90.651)",Campeche,18.789309,-90.6509,04/05/2021 00:00,4,5,2021
Momotus mexicanus,FEPO trapping 4Jun2021 morning stop 2,Jalisco,20.327015,-105.31882,04/06/2021 00:00,4,6,2021
Momotus coeruliceps,Cerro de Tepeapulco,Veracruz,19.41277,-96.78223,08/06/2021 00:00,8,6,2021
Momotus mexicanus,"18 Calle la Villa, Tequila, Jalisco, MX (20.883, -103.846)",Jalisco,20.883266,-103.84568,26/05/2021 00:00,26,5,2021
Momotus coeruliceps,eco vía (parte final),San Luis Potosí,21.993042,-99.03523,15/03/2021 00:00,15,3,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,05/02/2021 00:00,5,2,2021
Momotus coeruliceps,"Chavarrillo pueblo Camino Por La Vía  (19.419, -96.785)",Veracruz,19.419209,-96.784775,27/04/2021 00:00,27,4,2021
Momotus mexicanus,"Calle Tulipán, Crucecita MX-OAX 15.76117, -96.13653",Oaxaca,15.761173,-96.13653,30/05/2021 00:00,30,5,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,31/01/2021 00:00,31,1,2021
Momotus mexicanus,Burnam House Jiutepec,Morelos,18.884848,-99.16872,03/02/2021 00:00,3,2,2021
Momotus mexicanus,Sendero SM,Chiapas,16.815855,-93.255135,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,23/05/2021 00:00,23,5,2021
Momotus lessonii,PN Palenque,Chiapas,17.486256,-92.04238,03/06/2021 00:00,3,6,2021
Momotus mexicanus,Camino a Piscila,Colima,19.18572,-103.700005,09/05/2021 00:00,9,5,2021
Momotus mexicanus,Jardín Botánico Vallarta,Jalisco,20.465395,-105.29258,06/06/2021 00:00,6,6,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,10/04/2021 00:00,10,4,2021
Momotus lessonii," Tekik de Regil, Yucatán, MX ",Yucatán,20.812449,-89.561935,02/06/2021 00:00,2,6,2021
Momotus mexicanus,Laguna de San Pedro Lagunillas,Nayarit,21.206936,-104.73026,04/04/2021 00:00,4,4,2021
Momotus mexicanus,"Zona Hotelera Norte, Puerto Vallarta MX-JAL (20.6471,-105.2364)",Jalisco,20.647112,-105.23645,08/04/2021 00:00,8,4,2021
Momotus mexicanus,"2814 Calle 2 Poniente, Tehuacán, Puebla, MX (18.466, -97.411)",Puebla,18.466278,-97.41117,24/05/2021 00:00,24,5,2021
Momotus mexicanus,"Las Palmas, Colima, Col.",Colima,19.261538,-103.715195,04/03/2021 00:00,4,3,2021
Momotus lessonii,Uxmal Resort Maya,Yucatán,20.376791,-89.77134,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Tecuitata (pueblo),Nayarit,21.451454,-105.145676,01/05/2021 00:00,1,5,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,07/05/2021 00:00,7,5,2021
Momotus lessonii,"Unnamed Road, Veracruz, MX (19.032, -95.984)",Veracruz,19.03156,-95.98383,14/05/2021 00:00,14,5,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,22/01/2021 00:00,22,1,2021
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,09/05/2021 00:00,9,5,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,05/02/2021 00:00,5,2,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,27/04/2021 00:00,27,4,2021
Momotus mexicanus,Comon Yaj Noptic,Chiapas,15.863794,-92.94801,17/02/2021 00:00,17,2,2021
Momotus lessonii,"Santa Rita de las Flores. Mapastepec MX-CHIS 15.56568, -92.83645",Chiapas,15.565681,-92.83646,30/01/2021 00:00,30,1,2021
Momotus lessonii,Camino al Panteón Mandinga,Veracruz,19.046585,-96.0676,23/01/2021 00:00,23,1,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,25/04/2021 00:00,25,4,2021
Momotus lessonii,"Auto selected 20.89021, -87.07947",Quintana Roo,20.890207,-87.07947,08/05/2021 00:00,8,5,2021
Momotus lessonii,"Carretera Tuxtepec - T.C., Santiago Comaltepec MX-OAX 17.65908, -96.33397",Oaxaca,17.659079,-96.33398,01/05/2021 00:00,1,5,2021
Momotus mexicanus,"85774, Alamos MX-SON 27.06080, -108.74200",Sonora,27.060799,-108.742,20/05/2021 00:00,20,5,2021
Momotus lessonii,Camino Entrada Zona Arqueológica Kohunlich,Quintana Roo,18.423676,-88.799095,29/05/2021 00:00,29,5,2021
Momotus mexicanus,Sendero Arroyo Allen Lloyd,Jalisco,20.305494,-103.23904,03/02/2021 00:00,3,2,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,12/02/2021 00:00,12,2,2021
Momotus lessonii,Sendero de Xocen,Yucatán,20.598595,-88.149605,20/05/2021 00:00,20,5,2021
Momotus mexicanus,FEPO trapping 7May2021 evening,Jalisco,19.767881,-104.39682,07/05/2021 00:00,7,5,2021
Momotus lessonii,Camino La Guadalupe--La Reforma,Oaxaca,17.84723,-96.03763,01/05/2021 00:00,1,5,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,22/06/2021 00:00,22,6,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,08/04/2021 00:00,8,4,2021
Momotus coeruliceps,"Carretera Gómez Farías - El Azteca - E.C., Gómez Farías MX-TAMPS 23.06793, -99.16172",Tamaulipas,23.067932,-99.16172,29/05/2021 00:00,29,5,2021
Momotus lessonii,"Dzoyaxche, Yucatán, MX (20.786, -89.591)",Yucatán,20.78717,-89.589195,10/04/2021 00:00,10,4,2021
Momotus mexicanus,Isla del Rey,Nayarit,21.534729,-105.29244,25/03/2021 00:00,25,3,2021
Momotus lessonii,"Señor, Chanchén, Quintana Roo, MX (19.839, -88.106)",Quintana Roo,19.838839,-88.106415,21/05/2021 00:00,21,5,2021
Momotus lessonii,"Flores Magón, MX (18.822, -89.164)",Campeche,18.821655,-89.16429,13/05/2021 00:00,13,5,2021
Momotus lessonii,"30575, Mapastepec MX-CHIS 15.57747, -92.85924",Chiapas,15.577472,-92.859245,30/06/2021 00:00,30,6,2021
Momotus lessonii,"Campeche Conhuas-Calakmul Zona Arqueológica, Campeche, MX (18.316, -89.857)",Campeche,18.31615,-89.85696,29/06/2021 00:00,29,6,2021
Momotus lessonii,Camino a La Aguada,Veracruz,19.042051,-96.03144,23/05/2021 00:00,23,5,2021
Momotus coeruliceps,"Bocatoma, Gómez Farías, Tamaulipas, México",Tamaulipas,22.986,-99.145,09/05/2021 00:00,9,5,2021
Momotus mexicanus,"Unnamed Road, Jalisco, MX (19.768, -104.41)",Jalisco,19.768093,-104.40964,07/04/2021 00:00,7,4,2021
Momotus mexicanus,San Francisco (San Pancho) Nayarit,Nayarit,20.898642,-105.40693,11/05/2021 00:00,11,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,09/05/2021 00:00,9,5,2021
Momotus lessonii,Parque del Río San Antonio,Veracruz,18.90052,-96.943016,18/05/2021 00:00,18,5,2021
Momotus mexicanus,Acatitan (pueblo),Sinaloa,24.088837,-106.6489,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Acatitan (pueblo),Sinaloa,24.088837,-106.6489,08/05/2021 00:00,8,5,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,14/03/2021 00:00,14,3,2021
Momotus mexicanus,Centro Ecoturistico Tetlamatzin,Morelos,18.824373,-99.29497,15/05/2021 00:00,15,5,2021
Momotus mexicanus,Cascadas de Vado Hondo,Sinaloa,24.412043,-106.768005,04/05/2021 00:00,4,5,2021
Momotus mexicanus,Acatitan (pueblo),Sinaloa,24.088837,-106.6489,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,09/05/2021 00:00,9,5,2021
Momotus lessonii,"Colonia Yucatan-Kantunilkin, Colonia Yucatán, Yucatán, MX (21.209, -87.725)",Yucatán,21.208572,-87.72515,31/03/2021 00:00,31,3,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,24/01/2021 00:00,24,1,2021
Momotus lessonii,Reserva Ecológica Cuxtal,Yucatán,20.789017,-89.59065,05/05/2021 00:00,5,5,2021
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,22/05/2021 00:00,22,5,2021
Momotus mexicanus,Laguna de Tepeltitic,Nayarit,21.275408,-104.68658,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"Mesones 27 may 2021 22:15-16.909, -97.97",Oaxaca,16.909067,-97.969734,24/05/2021 00:00,24,5,2021
Momotus lessonii,"49 Tm (20.78, -88.908)",Yucatán,20.779533,-88.90783,12/05/2021 00:00,12,5,2021
Momotus lessonii,Francisco Uh May,Quintana Roo,20.34072,-87.62358,28/04/2021 00:00,28,4,2021
Momotus lessonii,Parque Hundido del Poniente,Yucatán,20.976522,-89.65792,25/04/2021 00:00,25,4,2021
Momotus lessonii,"Popolnáh, Yucatán, MX",Yucatán,20.99383,-87.56397,30/01/2021 00:00,30,1,2021
